"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-16","0.08","83","96","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-17","0.09","82","94","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-18","0.11","83",,"73"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-21","0.11","87","94","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-22","1.51","85",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-24","0.00","87","95","74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-25","0.00","83",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-28","0.00","87","94","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-29","0.12","85","90",
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-04-30","0.00","80","89",
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-01","0.11","85",,"74"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-02","0.00","84",,"78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-03","0.00","85","90",
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-05","0.00","85",,"78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-06","0.00","85","94","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-07","0.00","86","92","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-08","0.00","86","93","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-09","0.00","86","92","77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-10","0.00","89","94","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-12","0.00","87","95","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-13","0.00","88",,"78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-15","0.00","87",,"79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-16","0.00","87",,"79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-17","0.00","90","95","78"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-18","0.00","90","95","79"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-19","0.00","88","96","76"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-20","0.00","87",,"77"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2019-05-21","0.00","87","96","77"
